,Class,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40
167,1,-493.23242,122.624756,-86.38389,59.266365,-34.597298,-21.444918,34.984623,-5.429928,27.741314,5.519401,-3.3671064,4.7278895,-12.342672,16.68203,10.025733,11.716375,25.435495,13.85424,19.986422,1.737728,-4.1413956,-0.59873074,-3.871943,12.396086,-4.885067,-6.9279675,5.6137905,-5.6150303,3.1400974,-1.3723224,0.3477898,12.5963125,4.480348,9.312578,2.8802614,0.56456345,7.0472813,-4.726464,-0.15690269,1.1059226
168,1,-473.20016,113.91344,-115.55415,75.22666,-25.384163,-17.607977,40.35868,-13.543097,22.591948,4.6546025,-2.7594025,5.0299416,-11.508798,20.034023,10.774028,16.201216,24.158478,4.7236466,19.695955,0.54366887,-5.8176923,3.7328973,-3.8321624,11.550036,-4.717291,-7.1635017,6.8551154,-5.6683054,4.489894,1.078969,2.788554,15.3994875,1.8591409,4.863837,2.5979767,-0.3505793,5.6788764,-1.523119,2.6653016,-1.6765261
169,1,-507.9809,121.09805,-87.56252,67.910484,-20.56917,-18.896347,30.898823,-8.202641,27.175482,4.770807,-5.5215354,9.536961,-5.0265183,19.069164,11.737938,10.63354,15.309929,-0.9219117,15.294457,5.0405483,-1.113139,4.1037264,-7.633341,7.334796,1.4930241,-3.514066,6.9526224,-1.9736228,5.75082,2.6612966,-1.430247,8.998059,2.71414,3.648194,0.22887675,-0.97783756,4.7579775,-2.9182355,2.7666087,3.7572246
170,1,-454.38818,123.42453,-125.882866,69.52137,-32.524273,-24.575806,42.700127,-13.722962,25.255741,7.521815,-10.365391,4.187019,-7.106975,23.067453,18.24948,17.654135,19.198013,-2.1476629,12.5926485,1.8498623,-0.65204525,3.5235116,-12.034506,5.147542,0.39435822,-1.4972788,10.589578,0.92381984,10.267064,6.216648,2.275524,8.756493,-1.2010062,4.126056,-0.8195966,-2.4656057,6.8724475,-3.207038,-0.0144950515,1.1752064
171,1,-451.33603,135.30139,-115.864044,59.445805,-21.36661,-20.624382,33.408413,-10.1656275,27.564556,7.4183946,-11.355371,1.8115854,-6.6358185,17.943436,8.289217,9.718557,19.246067,3.5024176,13.94327,1.769978,-2.066782,3.6774085,-3.8417585,10.489658,-1.1680267,-3.5360203,8.689612,-3.043985,3.2822573,1.327739,1.6726204,10.80019,0.6615303,2.6612725,-0.59387696,-2.484843,2.971521,-2.2456112,4.279789,-0.6050892
172,1,-470.77905,129.97345,-105.7898,44.658215,-25.99082,-24.33993,32.64784,-0.94587386,27.8627,6.8021255,-7.6230097,5.0614376,-9.95316,12.613176,11.023162,8.579035,19.51063,12.216717,19.741396,6.5724583,-0.14700256,2.8902135,-5.693683,4.63138,-1.8768331,-1.6582083,7.0198426,-3.5421772,5.578055,6.075706,2.4459884,8.385744,1.1810235,3.8899941,1.7192122,0.6185301,6.918684,-0.013763017,1.520946,-0.09259542
173,1,-461.18015,133.9302,-122.877975,56.62868,-19.602797,-21.849428,32.253914,-7.9481425,28.799322,6.591582,-10.066832,1.9455949,-10.596552,19.092983,12.541285,10.343824,22.987387,7.0973544,13.635924,3.2924595,-2.1157293,1.6412873,-4.854678,8.255834,-2.6636987,-2.553468,9.823365,-2.9340787,5.444421,6.023951,2.8071032,8.494418,0.07308446,5.2269,2.6579378,-0.3357461,7.493617,-0.21643971,-1.7133809,-2.9197936
174,1,-171.98064,78.42127,-30.128094,0.8548934,-23.64445,-10.481026,-25.271387,-10.857603,-6.749936,-11.850946,-13.623717,-8.012067,-13.881337,10.110865,6.711949,11.232001,10.101843,-1.5705346,-5.602538,-4.0146766,4.4039416,4.6751995,-0.845062,0.26263478,5.733903,0.4302479,6.2286363,7.659289,9.473645,3.8948193,1.0512286,-0.001474524,5.6899457,-0.70187694,0.944285,2.4132588,-2.4132662,1.5321006,2.3344421,6.9892993
175,1,-154.47028,84.776726,-33.77002,4.5935745,-22.397861,-8.913291,-38.21609,-13.197355,-3.3368945,-21.904087,-7.211127,-3.7929363,-15.661588,2.3114748,1.0081185,4.457576,4.5843983,3.221828,-1.6227719,-3.8647053,3.266629,8.258838,4.001889,2.7906353,6.07348,-0.12700345,8.362729,5.8994093,4.4546223,6.1260037,4.5449376,1.2492055,1.5456789,-2.8916335,2.598564,2.6515622,-0.0722496,0.97677886,-1.837774,2.9916186
176,1,-156.62004,94.21989,-27.602724,6.8496156,-17.371347,-2.8223128,-40.6394,-14.30297,-0.44062662,-24.680113,-10.982072,-5.870677,-17.470411,-0.06667276,-0.41109782,1.3922333,6.6013656,0.22516684,-5.048611,-3.536103,4.0531526,7.7349825,1.9511354,3.507989,5.7783046,-1.8434455,7.5103345,6.3333516,2.8345695,5.421096,3.7865403,0.22606531,2.3160203,-2.6376522,2.4544659,2.2862325,-0.13190627,3.2279088,0.8558302,3.516675
177,1,-153.76198,90.45324,-29.273003,2.6201146,-15.40813,-3.202147,-38.17849,-7.376877,-2.754894,-25.15111,-16.148434,-9.48933,-21.061134,0.46084517,-1.2999165,2.8697512,8.277387,1.0496078,-6.5115247,-6.889537,5.310939,9.298531,2.1486113,2.5669563,7.974362,1.5604097,7.4664783,5.763064,9.554278,9.709639,4.1216,-0.05553302,1.5945177,-0.764061,4.4771247,4.108283,-1.8986384,-0.4460668,-0.7408092,2.9154325
178,1,-184.39857,84.10007,-21.171673,5.851854,-13.828877,-4.5866814,-37.344803,-11.741662,-2.30463,-22.93729,-9.126656,-7.5775642,-18.487997,6.491275,-0.0114081325,-0.37337878,5.9979777,0.27606884,-2.4237647,-1.2782383,7.6245995,7.724716,-0.95177096,1.0298561,7.1111293,2.4671204,9.762209,9.632001,8.8596735,7.3498893,1.0814285,-1.5330148,3.1428692,0.3515711,2.829846,0.4999552,-3.109079,1.3205106,2.6903994,4.2416296
179,1,-172.14265,89.64439,-25.351007,-1.4429303,-23.858229,-14.498082,-43.237934,-12.110843,-3.2596064,-18.96958,-8.416474,-11.049126,-19.065233,4.712122,1.9287597,8.859502,16.57683,10.464842,6.096909,-2.4274926,2.515254,5.4535923,2.7179031,2.7075574,1.0510168,-0.9391978,4.6540265,2.8643947,2.2392807,3.896984,10.483847,8.25848,6.5905437,0.24362607,5.060135,5.4840593,1.1934286,2.7486641,-1.3202791,1.0987545
180,1,-164.25116,94.57598,-25.864737,2.3437264,-18.93861,-8.905225,-43.238586,-14.097089,-1.8836626,-24.393244,-9.236285,-6.058183,-19.176851,-0.22892469,-0.91884,0.58277315,6.379093,4.2423573,-1.0523915,-2.2013755,4.8210216,6.1780314,2.394586,4.03838,6.7697945,0.97063935,6.1863484,5.1997166,4.1802573,6.9236274,9.288257,5.705384,4.9327774,-1.0892301,4.290987,4.295337,1.4775419,4.4024787,-0.2344874,2.021747
181,1,-159.97491,74.68297,-48.307476,-3.2072666,-15.932835,-5.081055,-32.327095,-9.183929,-5.9390264,-20.459488,-7.311222,1.9698503,-14.517989,4.9717083,5.135854,7.2100086,9.19603,3.6219413,-5.14373,-7.7402186,4.1980066,11.02329,5.5991077,3.791082,7.894056,1.7819989,7.8169284,4.46459,2.7579086,8.041134,9.831277,3.8674872,2.552631,-1.6373786,3.6630156,2.120707,-1.4198328,2.068085,-2.0938067,-1.0462142
182,1,-162.96475,83.829445,-45.183186,-1.0341413,-14.619733,-10.019362,-34.635696,-8.465323,-1.5082,-24.003399,-10.998083,-1.7131684,-18.391462,1.0193002,4.3166285,8.255634,11.147816,4.0770397,0.72970474,-0.6669553,4.2009115,6.8483214,1.2804669,0.41162023,6.5017824,1.3616462,6.787641,4.4317093,4.1525354,7.2062254,7.482999,1.6336051,1.1437927,-1.1582888,4.3594675,4.1973214,1.4314116,3.1455965,-1.8830988,0.7974781
183,1,-148.94734,88.5608,-62.8281,-15.533704,-11.747628,2.111743,-21.759682,-15.723432,-5.381707,-15.190694,-11.664538,1.8173546,-13.545803,3.771794,-0.026375767,6.138059,8.837632,2.665055,-0.54845923,-2.6956017,4.8996763,7.24162,3.8676705,1.8515143,6.6460147,1.3441077,7.2017,4.0793977,3.109961,4.538799,7.6282983,5.241628,3.7498202,-2.5252502,2.417729,4.2375226,0.6333963,2.3459134,-1.6999172,1.3237264
184,1,-200.28177,76.31561,-29.722448,2.5727952,-11.230723,-9.952734,-32.614803,-8.936418,1.4572576,-16.937054,-11.336197,-4.9816804,-14.642075,3.7634356,8.17796,14.451496,17.194378,9.667117,1.5417044,-5.910211,-2.6977158,4.1723056,3.1706722,-0.2396186,0.091365285,-3.3708649,5.960017,5.4452972,3.2966251,4.424534,9.170534,8.763201,6.374208,-0.15922031,3.0589244,3.130137,-1.4525824,0.07237531,-1.4010358,2.1414776
185,1,-244.91321,56.496628,-23.834574,13.136584,-3.6163306,-8.358452,-10.466489,8.956487,-5.098013,-14.335327,4.6819277,-2.5111806,-16.081717,-0.68627256,4.4979706,11.448151,18.148384,15.262184,10.537555,-3.1663597,-2.317342,-0.46675825,-2.1256356,5.283567,-1.2427785,-4.4495244,0.3396234,-0.71612734,-0.115342095,-1.4755669,0.7742804,2.2648501,5.4066257,3.312628,2.7239826,3.1959395,1.0875145,-0.68583226,-1.614439,0.15941331
186,1,-245.3736,65.97804,-20.720898,11.4893055,1.1128166,-11.640654,-12.119243,6.1247897,-5.300568,-13.429198,0.60754097,-1.4265418,-14.199431,-2.620384,3.2087083,9.666397,14.791171,11.687622,7.8822126,-0.35306755,2.3832219,3.081727,-0.98412305,3.345565,-1.874211,-5.024488,0.66219157,-0.57056236,-1.0104146,-2.0779421,2.3376553,3.1171138,2.9688427,1.1942962,1.2626808,2.618704,0.10267889,-0.32867357,0.9142069,0.17471799
187,1,-230.43886,66.77582,-27.30023,7.760171,-3.7460206,-12.686243,-14.665508,5.729867,-2.73118,-12.122432,-1.9312134,-2.5982165,-16.73789,-0.09832433,5.835843,9.665842,16.294128,12.1904125,5.86864,-3.326772,0.9390076,2.4483552,0.8216364,2.1010866,-2.7687175,-2.9919796,2.2779915,0.7257012,-0.539017,-1.2395687,5.275788,5.3765774,3.1864793,-1.395908,0.50290143,3.3547132,-0.1523593,-1.2167941,-0.575935,0.51069236
188,1,-232.88472,68.029366,-21.264875,17.9236,0.28813583,-14.647035,-18.442362,-2.614449,-7.816063,-15.812302,-2.0408053,-0.91009563,-14.986386,2.5701132,6.6284266,7.666039,11.9198065,7.332666,3.5715268,-1.0242454,3.877997,4.5632596,-0.1773108,2.2609785,-0.0037301637,-1.3828316,2.8554025,0.01459549,1.4955827,1.5618678,3.6396093,3.11132,0.18779622,-2.3365848,-0.2804567,1.5866088,1.0093125,0.16593994,-1.4238489,-0.71835124
189,1,-232.67226,36.791676,-43.36219,16.935305,4.9983344,1.3367362,-9.571378,4.2848797,-7.3797154,-4.5582724,4.0013356,-5.8918934,-15.127577,5.690247,11.585794,21.03531,22.115398,3.53395,-8.7307415,-12.414687,2.2947588,8.066731,4.3578153,-3.552586,-7.330773,-1.0207788,4.215977,0.08985075,-1.3656769,8.38195,13.763651,2.3762693,-0.35617203,-2.9035633,1.6246235,0.3897795,-2.279556,0.6498798,-4.6428256,-2.8609939
190,1,-226.3332,37.934124,-42.142624,14.463556,-6.4454384,-2.1169083,-7.9283805,11.395441,-4.1314955,-9.720951,4.906119,-3.3510876,-9.653919,13.056634,11.670664,12.372441,7.4591994,-1.588696,-3.2425978,-6.6846986,2.7516382,1.1628768,0.20648818,4.4833903,1.6445699,-0.07525166,4.4205613,5.786064,3.2682025,0.5047572,3.9353752,-0.38159564,-0.72408414,-4.9553933,-0.24940239,1.6452297,-1.2932217,3.0858383,0.8747057,1.053187
191,1,-236.50363,38.997364,-34.477737,12.806302,-8.008948,-3.8931055,-5.9194336,14.356567,-5.5816293,-9.761645,4.8384776,-5.1837873,-14.349192,11.988974,16.770523,16.509409,8.13445,-4.5576897,-7.0585227,-4.873108,9.1617985,2.1133618,-5.3878016,-0.3806869,2.3561394,0.5116107,3.016945,4.7544436,7.939155,5.6502337,2.8775556,-1.7340827,0.4129635,-3.6482127,-1.9750888,1.2771251,-1.827977,-0.63484037,-1.2027818,4.098931
192,1,-411.97803,181.5266,-123.14424,6.412301,3.7573197,-66.447845,37.55838,34.215595,-22.655016,19.903622,3.8407218,-18.389225,15.642362,-0.6552379,-6.1122465,15.879861,-1.6063735,5.619109,21.512306,0.56796926,2.7598574,6.7684608,-5.5022373,4.7744613,2.1966538,-5.682519,7.1707525,-2.6865253,-8.285079,8.140157,-1.1334169,-3.928641,8.931654,-2.7629707,-3.133377,7.7772794,-2.2312598,-0.954247,4.509069,-2.3377092
193,1,-443.69736,183.61569,-100.64413,11.356387,13.761815,-47.288197,34.219868,24.316133,-19.147654,17.19831,-0.80475605,-6.0183115,27.25401,-3.0498762,-7.2332,16.624674,-9.530009,-2.895684,18.618517,-4.5334997,-2.9556532,6.383574,-6.162779,2.575733,3.5883758,-4.3122597,6.425311,-1.5059283,-7.9688826,5.4144764,-2.815372,-5.8552113,4.3982515,-6.029159,-3.7145367,7.2794075,-3.0352726,-0.6696707,5.506422,-3.4273815
194,1,-415.9791,159.76398,-109.365036,34.67715,18.79424,-58.75512,40.62521,26.219946,-28.85117,18.531643,3.0103154,-8.700309,26.326384,-0.4279944,-2.651231,16.944254,-14.326281,-3.5703168,18.968685,-5.5901165,0.39437968,6.085417,-11.615314,3.8659275,6.533594,-5.731434,8.381956,1.9447442,-9.620192,1.6747936,-4.165208,-4.4647317,4.8930826,-7.486057,-4.11649,5.8055925,-5.6663814,0.17226943,5.8389425,-5.9761357
195,1,-276.20572,45.362206,-12.059815,15.975178,-2.9837785,-4.8199854,-9.167348,7.5568624,2.173572,-10.035456,-0.54219407,4.752779,-4.6229434,3.2300673,3.6446698,6.55023,3.806711,-1.3544008,0.4359812,-4.4883184,-1.1095347,3.615696,7.7299933,8.839534,2.0023046,2.1692183,4.895475,-1.6805524,-1.1619848,1.9001437,4.597571,0.4003402,-1.792797,-0.8776862,3.4806492,3.7776475,2.5347202,1.9202993,-0.3283984,1.4607984
196,1,-253.16405,54.28519,-20.3581,13.554763,-7.6222324,-11.180426,-11.638831,7.1314874,6.47214,-11.022068,-3.517248,-2.4073994,-9.143946,5.764453,7.0222664,12.849861,10.174764,-0.21563666,-1.0830398,-5.443143,0.18599837,4.6218357,3.4709191,3.7245536,-2.3659062,1.494786,7.5956826,2.0048351,3.3133342,2.8553612,3.4432535,1.3196989,-1.6783482,-2.4990263,2.4766736,2.31926,0.33500567,1.2202191,0.49569127,0.66968906
197,1,-226.21494,51.984283,-37.30819,13.95022,-12.205942,-12.419905,-12.514396,11.493617,5.2311916,-14.2533245,-0.065769345,-8.182526,-16.055283,9.792075,12.860421,22.000898,18.681719,-1.5579858,-5.591446,-12.088495,2.0874672,10.243764,-0.16459712,0.5840735,-3.9361634,-0.52681667,7.231187,0.18514885,5.861317,9.937561,8.9377575,3.0271423,-4.1621795,-2.544109,1.9934629,-0.5636767,-0.025219863,0.86579144,-3.615399,-2.0169795
198,1,-247.91328,67.63249,-12.272101,19.38038,-5.3576293,-15.771915,-13.927972,-8.246898,-9.734636,-15.775648,-8.023833,-4.276081,-6.485307,12.206839,9.885251,8.232885,7.2956076,-2.5108004,-2.9466784,-4.184302,1.3606651,4.419681,1.8745443,6.7325873,5.339296,1.5464991,8.02391,7.318475,5.1157794,4.768558,4.761109,0.032750055,-1.6442937,-3.8124,-1.3885217,0.5875804,0.45314965,0.11718312,-1.5842549,0.10639993
199,1,-269.30426,65.44426,-2.2464728,18.468307,0.81663805,-14.757929,-20.205748,-11.324631,-5.7312956,-5.512937,-1.8206371,-4.8584146,-9.393079,4.1981716,4.0119853,6.999548,8.866743,3.0099328,-1.9369057,-4.792754,2.6571288,5.1688123,4.4129496,7.6768255,3.7646673,1.904862,5.7116613,4.1963234,5.1317706,2.6042337,2.6086938,2.3603249,0.032301955,-3.3351119,-1.3901017,-0.69159317,-0.89980763,-0.73526555,-0.8896595,0.4407176
200,1,-245.23457,54.165318,-32.04531,16.649012,3.1544363,-8.696061,-12.098617,0.2554641,-0.7918054,-10.802655,-2.4473486,-2.1170201,-7.9903297,10.014747,8.825134,8.147455,5.9622307,-2.8813312,-2.0423331,-1.1634037,4.4826555,2.970583,-0.7127992,6.83956,5.6946454,1.9625411,4.1557283,2.903759,3.5527756,0.79220486,0.79753953,-0.03544487,-0.47540012,-3.1691084,0.4124678,2.551496,0.83465165,1.6553745,0.11754279,0.86557716
201,1,-230.12875,57.586964,-43.597008,6.3750873,-1.9411895,-7.72644,-11.430358,3.6959648,-0.51350284,-10.253703,0.9548907,-4.6801414,-9.204611,15.875811,16.215076,16.061296,11.884778,-4.63684,-9.330421,-7.1175456,4.7560263,3.6827605,-3.7847445,0.97064257,0.6403881,0.102292165,5.689453,5.326967,5.5931573,6.4305243,6.5620966,-0.12996006,-2.8635316,-4.4003863,-0.7728437,0.50007564,-0.4196212,1.3527713,-2.8946645,-1.0447831
202,1,-228.27509,50.852066,-47.594948,14.695557,8.340316,-4.5520115,-13.498235,2.2057555,-3.402059,-13.425754,1.3386004,-1.9790797,-11.715224,7.5458975,7.2083907,13.224073,17.88977,3.2644694,-7.246711,-7.036148,7.6731725,5.597,0.7729691,3.889006,-3.6099803,-3.431674,2.7863572,3.0622911,3.6623027,2.3537445,9.776865,5.966426,-0.5320574,-1.4751809,1.6416013,1.6077776,0.40013915,2.6468673,-2.620957,-4.9842753
203,1,-230.80966,55.41297,-45.636303,9.967741,4.5815372,-6.9115925,-11.511134,6.106915,-2.8390257,-18.022253,-1.2629749,-1.7814251,-14.182775,3.866794,10.029458,18.172201,21.500546,9.79492,-3.0994124,-10.018551,1.9421301,3.9331672,-0.7715584,0.8838886,-4.2816687,-3.3560362,3.0846848,2.906845,3.2490814,3.068265,8.128948,5.0957584,2.9285083,1.6682538,2.8506978,2.0334675,0.15462942,1.8313563,-4.1602793,-4.4427886
204,1,-218.87639,56.966335,-33.954212,13.949791,-8.964014,-6.8785834,-14.560493,9.356173,1.231897,-18.665787,-4.0339856,-9.368945,-14.869707,8.101108,8.3954735,14.079911,9.333332,-3.3593998,-6.033094,-6.040214,7.379835,4.102151,-2.7729712,3.2044337,1.0379962,-0.008578297,5.7993693,6.324961,8.069419,5.008432,6.956887,3.095764,0.8684797,-0.7099366,0.7676079,2.782322,0.31838104,-0.1595869,-1.8375459,-0.30644134
205,1,-228.03633,60.117188,-30.623508,19.741936,4.317941,-8.21302,-15.207936,-0.47090647,-4.756215,-11.7796545,-2.7669804,-7.4394517,-15.12306,5.546575,4.9332457,5.094094,4.7615604,-3.4992776,-5.0098743,-4.820245,3.5343046,3.786756,1.2403221,5.4611926,2.3211262,0.029970154,7.130124,7.233724,6.622975,5.8737,8.587652,4.353068,0.9933961,-1.8625747,1.1015095,2.7497814,1.4463693,1.820894,-2.606503,-0.84308994
206,1,-223.84538,47.31031,-36.359425,15.011723,-5.5986047,-2.0281162,-6.6779895,10.449922,-0.41741762,-12.849524,-5.3309903,-6.686779,-11.320546,12.589402,11.453265,12.684756,10.319328,-6.7092795,-10.3440485,-6.7891006,5.464709,4.417579,-3.065389,-0.28510493,-1.2105856,0.16569544,7.225535,3.9305315,8.236914,9.356729,7.0101104,0.03255071,-0.6868013,-1.7602553,0.3791068,0.91951454,1.1330291,0.3693067,-5.958465,0.19701993
207,1,-240.34076,41.17602,-27.756845,22.710129,-8.203989,-8.215957,-9.77455,12.792014,1.3364962,-14.373455,-1.8936661,-8.4421835,-14.83866,14.932671,15.547511,15.771651,15.179698,-1.8657553,-8.775461,-8.61674,4.7916207,4.7534623,-4.555091,1.3896133,-1.0903956,-2.864189,6.4849663,2.7031658,5.575797,9.619653,8.498533,1.417309,-1.3656851,-2.0455093,-0.66797173,-1.1644937,-1.1409972,-0.107676305,-2.837595,-0.0027658984
208,1,-223.22115,41.31278,-35.25448,20.13217,-2.2641776,-7.440824,-17.727009,10.760413,0.7517819,-13.47346,-5.0822425,2.1443136,-9.352502,12.010397,10.165248,5.8745785,6.790781,-4.4816365,2.3689587,-2.43035,0.112461574,-1.7343119,-2.2964523,9.358496,5.5708203,0.41461036,6.120544,5.9659905,1.595589,-3.8804977,1.2941349,3.7765517,-0.139299,-5.8277693,-0.37513492,0.46687135,-0.7322011,6.2498765,3.222785,-1.1877578
209,1,-207.88655,31.800152,-44.29286,18.842936,-9.789527,-4.334666,-17.797098,18.811403,2.8688767,-16.940956,-2.2155418,0.30880812,-14.837869,11.398853,13.215365,14.291143,7.732432,-5.492954,3.898033,-5.049598,2.0600104,2.1219501,-4.9346604,3.6395886,2.1221285,1.2101516,4.755334,1.4357619,4.762039,0.7802138,3.7168639,1.9206867,0.049741365,-2.2230492,0.92985195,1.1154454,-1.4372511,2.1670012,0.4990983,2.3749063
210,1,-213.0318,29.438719,-38.337196,20.7272,-9.352037,-4.5806217,-22.016546,19.096046,-0.10043123,-15.295017,2.1205852,1.5881755,-13.806945,18.707218,22.485125,11.911634,4.005387,-8.749027,0.6885284,-7.4147067,0.92701465,0.174549,-5.9512525,3.2672029,3.9895887,5.8382263,5.2983747,5.014241,8.268862,2.3963966,2.1508367,-3.1507232,-2.1793263,-2.978299,-0.31185937,1.1287007,0.29017818,0.7063904,-3.1219387,4.2256713
211,1,-216.69691,43.000645,-34.029804,24.891718,-7.400739,-11.915665,-22.368168,14.686151,3.5425498,-16.24482,-0.34232652,-4.90241,-18.747372,7.402217,10.442388,10.840966,10.990029,-0.7382054,4.2311025,-4.300233,-0.90046513,5.3406777,-1.9487222,4.2546167,3.6657965,0.37960765,4.1063066,1.3787098,3.2377129,-0.05295611,3.3765247,4.581272,1.7725112,-3.9820442,0.048373874,0.8652713,-4.002321,-0.11008416,0.56971586,1.6814928
212,1,-216.42169,41.04713,-37.26369,23.043781,-11.661388,-9.396229,-12.695512,16.388266,5.6041036,-16.882402,-1.8182503,-1.4291328,-20.355682,7.9177694,11.368086,11.460473,9.10632,-6.3964963,3.4465754,-3.887922,2.8234031,7.505194,-2.957348,0.94825953,0.50683033,1.0397805,3.0124354,-1.0112016,4.0740523,5.0550094,1.2327958,-1.9592893,1.270695,-2.5870154,0.39034304,1.3720572,-0.8367951,-0.013753941,-2.408945,3.070499
213,1,-213.14832,29.972569,-37.936806,25.62908,-14.54764,-5.9040184,-14.6431265,18.475193,4.364076,-11.84198,2.5363138,-4.343744,-24.72115,0.46326002,8.039252,13.205191,22.414297,12.6593485,5.3652787,-9.816454,-3.9054463,0.6698924,-0.2634778,7.0149794,-0.31883684,-6.0009503,-0.72617954,0.3770666,1.6744145,-0.06106436,6.7481685,3.2995436,4.7003646,2.2167819,1.8121284,3.5802286,-0.31608668,-0.57509524,-4.698122,-0.5940745
214,1,-215.84752,79.59942,-33.99228,0.7715162,-10.97234,-17.592436,-16.079624,3.9788897,5.346955,-7.118417,-1.4647317,-6.469727,-15.293714,2.7740855,3.3700013,11.129957,19.004868,7.7673283,-2.2145975,-9.442328,-0.820184,7.376072,0.502949,1.0373979,0.5092945,-3.538742,1.0411443,-2.7095966,-0.517397,3.0091968,8.891284,8.776338,1.3746148,-3.6442444,-0.7914106,-0.19242269,-1.095875,0.8908018,-1.1643043,-2.6750336
215,1,-217.1156,49.614292,-35.955494,25.623785,-2.7035081,-11.01884,-23.229559,6.028681,5.0502653,-12.893512,2.0162718,2.8881497,-15.3378,-4.3386354,0.41319093,6.4992547,15.359093,7.7833242,10.020323,2.3957584,-3.0600019,3.3812704,-2.030003,1.9442239,2.2941408,-5.7740254,0.37656423,-2.378951,0.23246805,4.4512815,-0.6008296,0.09835909,2.8059185,-1.2871822,1.775769,2.5371969,3.0069866,2.2233696,-3.45806,-3.1667354
216,1,-222.9817,63.385822,-30.445974,18.119625,-5.7146754,-15.7962055,-20.888262,1.6282327,2.5342817,-13.353148,2.9669125,3.0432963,-14.834327,-1.5715145,0.24079205,7.013842,11.706827,3.8600175,7.1421666,2.488019,3.2042358,5.531391,-0.17180859,3.409799,2.281341,-1.4871956,1.8066221,-2.473192,0.65375435,1.3527496,0.04825741,-0.010220056,-1.2390289,-4.188119,0.8414459,1.8808124,2.1314924,2.4164515,-2.6262927,0.8249568
217,1,-208.27884,67.88718,-44.722336,15.24244,-2.938864,-16.201035,-15.054599,-3.5034306,-4.0241594,-11.853197,-0.7589411,0.09665735,-11.135258,3.2795308,1.709409,6.1560555,13.368499,4.648336,2.0149305,-2.4982865,1.5155233,5.5247927,2.7128868,5.2867618,1.0401566,-2.5302548,3.1949792,2.0478454,0.78787065,0.1828045,3.6782367,2.8513198,1.9584051,-0.87186277,1.4655157,2.7058594,-0.0672201,0.9279234,-1.1281064,-1.5147909
218,1,-220.70763,81.821465,-26.631134,5.7959075,-6.15171,-17.467941,-18.02933,-3.1765678,-4.2625155,-14.148926,-6.7988453,-3.6402593,-10.934202,3.1318877,3.983497,9.840073,13.076246,2.6544087,0.039075147,-1.5651544,4.844561,5.915977,1.4496928,5.634783,1.5679747,-2.518763,1.6950372,1.2023789,3.8909395,3.4131932,4.513191,3.5675943,1.0199513,-2.8873637,-0.21823004,1.772195,-0.43720993,-0.8961351,-0.956878,-0.8573406
219,1,-419.50897,187.08475,-102.44618,0.49602127,11.805294,-51.99848,21.46805,27.224167,-8.745564,16.959589,-1.9223356,-8.210065,19.818333,-6.575943,-9.790734,11.653294,-9.478358,0.28524834,21.897444,1.1770597,1.4013476,5.746994,-9.829415,0.6856259,5.8807817,-3.04667,5.3326163,-1.7615882,-10.386759,3.6747477,0.41407692,-6.0846515,1.2759128,-3.0039155,-0.21160646,7.740022,0.2855327,2.9366286,6.9878416,-1.277352
220,1,-412.6052,168.54663,-104.950554,9.441995,19.137526,-43.61882,29.480576,22.14666,-19.448446,12.929011,-3.8923824,-7.1300235,25.73171,-5.1854463,-10.103472,16.0175,-9.538575,-5.8120904,17.598478,-2.7937481,-1.8054833,7.4873123,-7.219661,1.6269236,6.9599037,-3.2017562,5.9482913,2.8583367,-6.4111943,3.4633853,0.42708346,-2.9803536,3.6390204,-4.647256,-3.363533,5.5068326,-2.2708907,0.06586386,4.947763,-2.4757633
221,1,-425.16458,184.52858,-101.33344,2.959977,7.6795497,-59.86701,14.654549,22.34343,-6.980139,22.102348,-2.451145,-11.47812,18.82026,-6.752584,-8.508713,15.550683,-4.3053093,3.9581192,22.555754,2.4827125,3.0953088,3.6455872,-10.61503,2.9984965,4.466905,-3.9907727,9.021713,-0.23232129,-9.517425,6.752698,0.46669653,-5.831092,4.42973,-3.529076,-2.190402,8.142548,-1.6012782,0.44809175,7.028656,-2.6312945
222,1,-451.35562,184.77692,-105.76524,17.670292,20.005917,-59.654243,22.18913,29.444153,-12.624401,17.567106,-2.4356668,-13.311964,21.692144,0.8279591,-4.0771146,17.327583,-5.2067432,-0.3535536,18.549978,-1.730239,-0.54270095,5.312551,-7.9050164,1.7711849,2.95517,-5.513401,6.3533053,-0.44416833,-8.843908,5.098574,-0.21915284,-4.95563,3.879974,-4.7463746,-3.327407,6.8531075,-1.8972682,0.04312495,5.4061074,-3.1628275
